,Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Count,User_Count,Labels,Numeric_Labels
343,2002.0,1.75,0.52,0.33,0.1,2.7,30.0,314.0,H,1
344,2001.0,0.99,0.48,1.09,0.14,2.7,23.0,56.0,H,1
345,2011.0,1.52,0.92,0.02,0.24,2.7,83.0,893.0,H,1
346,2006.0,1.49,0.92,0.02,0.27,2.7,71.0,233.0,L,0
347,2011.0,2.42,0.11,0.06,0.16,2.69,55.0,16.0,L,0
348,2006.0,1.85,0.64,0.01,0.19,2.69,32.0,41.0,H,1
349,2013.0,0.89,1.33,0.08,0.39,2.69,88.0,2102.0,L,0
350,2010.0,1.63,0.51,0.35,0.18,2.67,51.0,18.0,L,0
351,2009.0,0.28,1.39,0.04,0.32,2.67,58.0,11.0,H,1
352,2005.0,1.48,0.92,0.01,0.26,2.67,39.0,61.0,L,0
353,1998.0,1.44,1.09,0.13,0.14,2.67,17.0,80.0,L,0
354,2004.0,0.14,0.58,0.135,0.09,2.66,87.0,268.0,H,1
355,2008.0,1.78,0.63,0.04,0.25,2.66,67.0,171.0,L,0
356,2016.0,0.43,2.05,0.03,0.17,2.65,50.0,201.0,L,0
357,2006.0,1.59,0.8,0.05,0.26,2.65,22.0,10.0,L,0
358,2003.0,1.15,1.11,0.235,0.4,2.65,24.0,102.0,H,1
359,2009.0,0.69,1.4,0.04,0.52,2.65,55.0,113.0,L,0
360,2011.0,0.78,0.73,0.89,0.23,2.63,53.0,707.0,L,0
361,2000.0,2.0,0.47,0.02,0.14,2.63,18.0,21.0,L,0
362,2010.0,1.47,0.93,0.04,0.24,2.63,65.0,127.0,H,1
363,2004.0,2.15,0.12,0.135,0.36,2.62,37.0,84.0,H,1
364,2009.0,1.54,0.8,0.04,0.24,2.62,92.0,454.0,L,0
365,2009.0,0.59,1.79,0.01,0.23,2.62,63.0,133.0,H,1
366,2010.0,1.56,0.8,0.04,0.21,2.61,71.0,288.0,L,0
367,2002.0,0.9,1.22,0.04,0.44,2.61,16.0,49.0,L,0
368,2009.0,1.7,0.09,0.06,0.4,2.6,50.0,529.0,H,1
369,2004.0,2.03,0.21,0.135,0.35,2.59,21.0,44.0,L,0
370,2007.0,1.05,1.05,0.24,0.24,2.58,47.0,124.0,L,0
371,2008.0,0.48,1.63,0.04,0.43,2.58,42.0,108.0,H,1
372,2008.0,0.62,0.82,0.96,0.18,2.58,4.0,7.0,L,0
373,2007.0,1.53,0.81,0.05,0.24,2.57,24.0,114.0,L,0
374,2007.0,0.37,0.04,1.75,0.18,2.57,38.0,83.0,L,0
375,2001.0,1.7,0.59,0.21,0.07,2.56,28.0,179.0,L,0
376,2012.0,2.11,0.22,0.05,0.23,2.56,22.0,101.0,L,0
377,2009.0,1.76,0.55,0.03,0.22,2.56,68.0,725.0,H,1
378,2003.0,1.21,0.57,0.7,0.07,2.54,37.0,89.0,L,0
379,2009.0,0.64,1.22,0.01,0.67,2.54,68.0,98.0,H,1
380,2008.0,2.21,0.12,0.04,0.2,2.53,50.0,125.0,L,0
381,2001.0,1.13,1.12,0.06,0.22,2.52,15.0,46.0,L,0
382,2010.0,0.26,1.65,0.33,0.28,2.52,15.0,5.0,L,0
383,2012.0,1.48,0.83,0.05,0.21,2.52,8.0,20.0,L,0
384,2006.0,2.29,0.02,0.05,0.19,2.5,29.0,120.0,L,0
385,2002.0,1.81,0.52,0.1,0.15,2.49,31.0,96.0,H,1
386,2007.0,1.47,0.77,0.05,0.24,2.48,8.0,26.0,L,0
387,2015.0,1.03,0.81,0.26,0.38,2.48,100.0,6383.0,H,1
388,2002.0,1.13,0.36,0.92,0.07,2.47,26.0,74.0,L,0
389,2008.0,1.38,0.84,0.04,0.25,2.51,55.0,83.0,H,1
390,2012.0,1.73,0.43,0.05,0.27,2.47,26.0,99.0,H,1
391,2011.0,0.86,1.04,0.18,0.38,2.47,22.0,384.0,L,0
392,2008.0,1.15,0.84,0.1,0.38,2.46,79.0,61.0,L,0
393,2014.0,1.47,0.54,0.01,0.43,2.45,50.0,291.0,L,0
394,1997.0,1.52,0.82,0.205,0.1,2.43,12.0,17.0,L,0
395,2010.0,1.28,0.93,0.04,0.22,2.43,13.0,34.0,L,0
396,2016.0,1.46,0.74,0.03,0.22,2.42,17.0,290.0,L,0
397,2015.0,2.08,0.08,0.04,0.26,2.42,23.0,124.0,L,0
398,2008.0,1.56,0.6,0.02,0.23,2.42,66.0,176.0,L,0
399,2010.0,1.65,0.57,0.04,0.2,2.42,9.0,13.0,L,0
400,2006.0,0.87,0.97,0.05,0.58,2.42,14.0,39.0,L,0
401,2003.0,1.63,0.22,0.51,0.06,2.41,28.0,92.0,L,0
402,2010.0,0.29,1.17,0.04,0.41,2.41,40.0,85.0,L,0
403,2001.0,2.07,0.26,0.14,0.08,2.41,16.0,53.0,L,0
404,2007.0,0.69,0.04,0.04,1.68,2.41,11.0,34.0,L,0
405,2011.0,1.44,0.7,0.04,0.22,2.4,73.0,487.0,L,0
406,1997.0,2.3,0.1,0.205,0.025,2.4,25.0,90.0,H,1
407,2005.0,1.67,0.61,0.03,0.07,2.38,17.0,173.0,H,1
408,2010.0,2.04,0.15,0.04,0.2,2.38,36.0,68.0,L,0
409,2011.0,1.48,0.69,0.06,0.2,2.37,75.0,627.0,L,0
410,2004.0,2.28,0.02,0.08,0.02,2.37,81.0,8665.0,H,1
411,2004.0,0.96,1.08,0.04,0.3,2.37,36.0,22.0,L,0
412,2007.0,2.18,0.01,0.05,0.18,2.37,46.0,108.0,L,0
413,2004.0,1.25,0.86,0.01,0.02,2.37,59.0,55.0,H,1
414,2010.0,1.74,0.45,0.04,0.18,2.37,10.0,16.0,L,0
415,2009.0,2.03,0.13,0.04,0.21,2.37,41.0,58.0,L,0
416,2008.0,1.68,0.45,0.01,0.21,2.35,66.0,142.0,H,1
417,2011.0,1.73,0.43,0.02,0.17,2.35,33.0,67.0,L,0
418,2007.0,0.92,0.04,0.01,1.41,2.34,11.0,31.0,L,0
419,2015.0,1.15,0.55,0.47,0.17,2.34,82.0,478.0,H,1
420,2001.0,1.08,0.7,0.34,0.21,2.34,21.0,189.0,H,1
421,2011.0,1.38,0.72,0.02,0.22,2.34,46.0,39.0,L,0
422,2008.0,1.18,0.9,0.04,0.24,2.32,18.0,16.0,H,1
423,2004.0,0.85,1.06,0.09,0.32,2.31,42.0,51.0,H,1
424,1999.0,1.58,0.64,0.23,0.09,2.31,14.0,28.0,H,1
425,2012.0,0.96,1.07,0.05,0.27,2.31,69.0,2954.0,H,1
426,2012.0,1.12,0.41,0.64,0.14,2.3,29.0,382.0,L,0
427,2013.0,1.07,0.8,0.04,0.38,2.29,46.0,668.0,L,0
428,2007.0,1.02,0.9,0.05,0.36,2.29,18.0,87.0,L,0
429,2004.0,1.38,0.8,0.135,0.1,2.28,35.0,27.0,H,1
430,2009.0,0.3,1.27,0.46,0.26,2.28,42.0,16.0,L,0
431,2008.0,0.38,0.07,0.01,1.82,2.28,8.0,20.0,L,0
432,2010.0,1.07,0.99,0.04,0.22,2.28,7.0,6.0,L,0
433,2010.0,1.27,0.81,0.04,0.2,2.28,42.0,71.0,L,0
434,2008.0,0.94,0.53,0.62,0.18,2.28,24.0,27.0,L,0
435,2011.0,1.08,0.73,0.15,0.31,2.27,41.0,405.0,L,0
436,2002.0,1.22,0.1,0.91,0.04,2.27,24.0,54.0,H,1
437,2001.0,0.9,0.73,0.54,0.09,2.26,17.0,42.0,H,1
438,2009.0,1.34,0.6,0.04,0.31,2.26,35.0,13.0,H,1
439,2016.0,0.6,1.25,0.06,0.35,2.26,91.0,635.0,L,0
440,2016.0,0.04,0.77,0.03,0.2,2.25,37.0,440.0,H,1
441,2002.0,0.62,0.44,1.06,0.13,2.25,31.0,52.0,H,1
442,2004.0,0.14,0.25,0.46,0.06,2.25,55.0,306.0,H,1
443,2013.0,1.23,0.63,0.04,0.35,2.25,89.0,914.0,L,0
444,2007.0,1.4,0.53,0.02,0.3,2.24,45.0,13.0,H,1
445,2001.0,0.15,0.71,0.22,0.13,2.24,22.0,48.0,H,1
446,2006.0,1.05,0.91,0.04,0.24,2.24,53.0,72.0,L,0
447,2010.0,1.52,0.54,0.04,0.18,2.24,17.0,13.0,L,0
448,2013.0,1.48,0.55,0.06,0.21,2.23,22.0,355.0,L,0
449,2001.0,1.29,0.83,0.14,0.11,2.23,16.0,23.0,L,0
450,2008.0,0.51,0.5,0.91,0.31,2.23,61.0,27.0,L,0
451,2013.0,1.98,0.06,0.06,0.19,2.23,32.0,136.0,L,0
452,2009.0,1.09,0.85,0.04,0.28,2.23,18.0,20.0,L,0
453,2012.0,1.05,0.72,0.1,0.35,2.23,25.0,858.0,H,1
454,2003.0,0.88,1.03,0.235,0.31,2.22,44.0,204.0,H,1
455,2013.0,1.24,0.79,0.06,0.04,2.22,37.0,127.0,L,0
456,2015.0,0.55,1.19,0.14,0.33,2.21,40.0,480.0,L,0
457,2008.0,1.01,0.85,0.04,0.35,2.21,47.0,233.0,L,0
458,2007.0,2.01,0.02,0.05,0.03,2.2,17.0,220.0,H,1
459,2013.0,1.21,0.79,0.01,0.04,2.2,76.0,1095.0,L,0
460,2008.0,1.78,0.24,0.04,0.18,2.2,69.0,156.0,H,1
461,2010.0,0.13,0.96,0.04,0.21,2.2,73.0,206.0,L,0
462,2008.0,1.4,0.59,0.04,0.2,2.2,15.0,16.0,L,0
463,2010.0,0.13,0.54,0.04,0.19,2.2,93.0,573.0,H,1
464,2003.0,1.68,0.44,0.235,0.08,2.19,72.0,317.0,H,1
465,2014.0,1.54,0.25,0.05,0.4,2.19,37.0,208.0,L,0
466,2011.0,0.34,0.96,0.55,0.33,2.19,41.0,132.0,L,0
467,2006.0,1.17,0.77,0.05,0.22,2.18,74.0,211.0,L,0
468,2002.0,1.92,0.2,0.1,0.06,2.18,17.0,28.0,H,1
469,2014.0,0.13,1.42,0.05,0.16,2.18,33.0,347.0,L,0
470,2001.0,1.23,0.83,0.14,0.1,2.16,17.0,30.0,L,0
471,2009.0,1.67,0.3,0.02,0.18,2.16,72.0,110.0,L,0
472,2008.0,1.26,0.67,0.02,0.21,2.16,30.0,136.0,L,0
473,2006.0,1.28,0.03,0.73,0.12,2.15,21.0,50.0,L,0
474,2016.0,0.81,0.85,0.15,0.33,2.14,31.0,1358.0,L,0
475,2012.0,0.59,1.05,0.07,0.44,2.14,30.0,511.0,L,0
476,2007.0,0.52,1.02,0.05,0.59,2.13,45.0,30.0,L,0
477,2004.0,1.04,0.81,0.135,0.27,2.13,26.0,20.0,H,1
478,2003.0,0.82,0.37,0.89,0.05,2.13,44.0,212.0,H,1
479,2009.0,1.49,0.46,0.04,0.18,2.12,5.0,54.0,L,0
480,2001.0,1.37,0.61,0.05,0.09,2.12,35.0,28.0,H,1
481,2011.0,1.62,0.26,0.05,0.18,2.11,38.0,127.0,L,0
482,2002.0,1.68,0.31,0.02,0.09,2.11,31.0,92.0,H,1
483,2003.0,0.63,0.21,1.13,0.13,2.11,22.0,201.0,H,1
484,2013.0,1.44,0.31,0.04,0.32,2.11,26.0,142.0,L,0
485,1998.0,0.94,0.07,1.05,0.04,2.1,17.0,89.0,H,1
486,2015.0,0.71,0.94,0.14,0.32,2.1,46.0,845.0,L,0
487,2011.0,1.63,0.31,0.06,0.16,2.1,66.0,382.0,H,1
488,2009.0,1.2,0.6,0.04,0.29,2.09,58.0,427.0,H,1
489,2005.0,0.99,0.63,0.29,0.02,2.09,60.0,212.0,H,1
490,2010.0,1.84,0.12,0.01,0.13,2.09,50.0,100.0,H,1
491,2015.0,0.96,0.67,0.12,0.34,2.09,58.0,1287.0,L,0
492,2006.0,0.11,0.64,0.08,0.2,2.08,82.0,520.0,H,1
493,2010.0,1.77,0.09,0.04,0.02,2.08,53.0,953.0,L,0
494,2002.0,0.11,0.71,0.1,0.27,2.08,7.0,11.0,L,0
495,2006.0,0.89,0.04,1.07,0.09,2.08,45.0,136.0,L,0
496,1998.0,2.04,0.04,0.13,0.02,2.08,25.0,14.0,L,0
497,2011.0,1.41,0.49,0.01,0.02,1.93,66.0,997.0,L,0
498,2010.0,0.88,0.44,0.63,0.12,2.08,54.0,34.0,L,0
499,2006.0,0.92,0.93,0.05,0.22,2.07,18.0,24.0,L,0
500,2007.0,1.35,0.52,0.05,0.03,2.07,16.0,27.0,L,0
501,2014.0,0.36,1.38,0.02,0.31,2.07,85.0,1571.0,L,0
502,2009.0,1.48,0.39,0.04,0.19,2.06,68.0,51.0,H,1
503,2010.0,0.46,0.41,0.96,0.24,2.06,66.0,443.0,H,1
504,2004.0,0.14,0.77,0.04,0.1,2.06,13.0,28.0,L,0
505,2010.0,0.63,0.41,0.75,0.26,2.06,29.0,208.0,H,1
506,2003.0,1.06,0.62,0.13,0.25,2.06,41.0,120.0,H,1
507,2007.0,1.04,0.79,0.01,0.21,2.05,42.0,78.0,L,0
508,2002.0,1.47,0.48,0.05,0.06,2.05,26.0,41.0,H,1
509,2014.0,1.77,0.06,0.05,0.22,2.05,18.0,29.0,L,0
510,2008.0,0.63,1.0,0.05,0.38,2.05,40.0,71.0,L,0
511,2006.0,1.74,0.02,0.05,0.28,2.04,38.0,34.0,H,1
512,2005.0,0.71,1.02,0.12,0.31,2.04,41.0,68.0,H,1
513,2007.0,0.73,0.91,0.04,0.36,2.04,26.0,43.0,L,0
514,2003.0,1.2,0.48,0.29,0.07,2.04,26.0,53.0,H,1
515,2011.0,1.45,0.41,0.01,0.16,2.04,56.0,63.0,H,1
516,2008.0,1.21,0.63,0.04,0.19,2.03,11.0,4.0,L,0
517,2003.0,1.57,0.18,0.235,0.27,2.03,19.0,41.0,H,1
518,2005.0,1.82,0.04,0.01,0.16,2.03,65.0,307.0,H,1
519,2008.0,0.72,1.08,0.04,0.23,2.03,24.0,29.0,L,0
520,2005.0,1.15,0.04,0.83,0.02,2.02,34.0,97.0,L,0
521,2011.0,0.75,0.07,0.54,0.22,2.02,29.0,1397.0,H,1
522,2011.0,1.47,0.39,0.06,0.16,2.02,34.0,17.0,L,0
523,2013.0,1.25,0.58,0.06,0.19,2.02,5.0,480.0,L,0
524,2012.0,0.9,0.45,0.54,0.13,2.01,72.0,1130.0,H,1
525,2011.0,0.58,1.04,0.03,0.36,2.01,48.0,182.0,L,0
526,2014.0,0.99,0.11,0.05,0.17,2.01,17.0,5.0,L,0
527,2014.0,0.73,0.11,0.08,0.32,2.01,43.0,1984.0,H,1
528,2008.0,1.05,0.66,0.04,0.29,2.0,67.0,545.0,H,1
529,2008.0,1.48,0.28,0.04,0.23,2.0,25.0,107.0,L,0
530,2007.0,0.48,1.27,0.05,0.24,2.04,19.0,9.0,L,0
531,1997.0,0.95,0.64,0.27,0.13,1.99,14.0,45.0,H,1
532,2002.0,1.21,0.64,0.05,0.09,1.99,11.0,14.0,L,0
533,2009.0,1.06,0.26,0.53,0.13,1.98,53.0,162.0,L,0
534,2010.0,0.13,0.88,0.04,0.32,1.98,46.0,82.0,L,0
535,2002.0,0.75,1.09,0.02,0.02,1.98,22.0,33.0,L,0
536,2002.0,0.74,0.95,0.1,0.28,2.0700000000000003,20.0,95.0,L,0
537,2003.0,0.71,0.58,0.51,0.17,1.97,40.0,167.0,L,0
538,2004.0,0.5,0.5,0.63,0.33,1.96,57.0,34.0,H,1
539,2012.0,0.82,0.93,0.04,0.18,1.96,83.0,431.0,H,1
540,2006.0,1.09,0.65,0.02,0.2,1.95,69.0,225.0,H,1
541,2003.0,0.74,1.01,0.235,0.2,1.95,24.0,59.0,L,0
542,2012.0,1.12,0.6,0.05,0.16,1.93,71.0,1407.0,L,0
543,2005.0,1.26,0.61,0.12,0.09,1.95,58.0,118.0,H,1
544,2003.0,1.69,0.2,0.235,0.06,1.95,31.0,70.0,H,1
545,2003.0,0.95,0.74,0.235,0.25,1.94,33.0,41.0,H,1
546,2006.0,0.78,0.02,1.05,0.08,1.94,29.0,41.0,L,0
547,2008.0,1.01,0.62,0.02,0.29,1.94,55.0,455.0,H,1
548,1999.0,1.94,0.08,0.23,0.03,1.94,17.0,13.0,L,0
549,2001.0,0.59,1.23,0.14,0.13,1.94,17.0,10.0,L,0
550,2010.0,0.73,0.89,0.02,0.3,1.94,39.0,55.0,L,0
551,2008.0,0.49,1.26,0.01,0.18,1.94,51.0,106.0,H,1
552,2004.0,1.09,0.15,0.65,0.04,1.94,32.0,137.0,H,1
553,2008.0,1.17,0.58,0.04,0.18,1.94,19.0,78.0,L,0
554,2002.0,1.42,0.4,0.1,0.12,1.94,18.0,22.0,L,0
555,2004.0,1.0,0.72,0.135,0.21,1.93,48.0,69.0,H,1
556,2008.0,1.53,0.23,0.04,0.16,1.93,61.0,87.0,L,0
557,2015.0,0.78,0.79,0.04,0.31,1.93,81.0,1079.0,L,0
558,2014.0,1.31,0.43,0.05,0.18,1.92,32.0,504.0,L,0
559,2001.0,0.76,0.96,0.14,0.2,1.92,25.0,69.0,H,1
560,2013.0,0.62,0.64,0.55,0.11,1.92,47.0,117.0,L,0
561,1996.0,0.26,0.16,1.46,0.03,1.92,15.0,48.0,H,1
562,2008.0,1.1,0.55,0.04,0.27,1.92,43.0,80.0,L,0
563,2009.0,0.73,0.96,0.01,0.22,1.91,75.0,134.0,L,0
564,2013.0,0.72,0.75,0.15,0.29,1.91,43.0,557.0,L,0
565,2014.0,0.66,0.93,0.01,0.31,1.91,78.0,506.0,L,0
566,2001.0,1.03,0.75,0.03,0.09,1.9,45.0,80.0,H,1
567,2008.0,1.48,0.08,0.29,0.12,1.89,31.0,58.0,L,0
568,2008.0,0.86,0.83,0.04,0.2,1.89,11.0,17.0,L,0
569,2008.0,1.56,0.14,0.04,0.18,1.88,38.0,16.0,L,0
570,2013.0,1.15,0.56,0.06,0.17,1.88,46.0,685.0,L,0
571,2008.0,1.28,0.43,0.04,0.17,1.88,7.0,7.0,L,0
572,2004.0,0.92,0.72,0.135,0.24,1.88,43.0,90.0,H,1
573,2016.0,1.25,0.27,0.02,0.34,1.88,47.0,162.0,L,0
574,2009.0,0.14,0.66,0.04,0.18,1.88,15.0,13.0,L,0
575,2002.0,0.96,0.53,0.3,0.09,1.87,39.0,145.0,L,0
576,2013.0,1.6,0.03,0.06,0.24,1.87,19.0,91.0,L,0
577,2001.0,0.53,0.16,1.07,0.1,1.87,17.0,90.0,L,0
578,2005.0,1.75,0.03,0.12,0.08,1.86,39.0,41.0,L,0
579,2004.0,1.12,0.69,0.03,0.02,1.86,17.0,24.0,L,0
580,2008.0,1.11,0.56,0.04,0.18,1.89,18.0,75.0,L,0
581,2001.0,0.91,0.71,0.14,0.24,2.0,16.0,8.0,L,0
582,2015.0,0.47,1.03,0.07,0.28,1.86,42.0,403.0,L,0
583,1999.0,0.62,0.42,0.69,0.12,1.86,16.0,297.0,H,1
584,2004.0,1.33,0.06,0.135,0.03,1.85,55.0,23.0,H,1
585,2004.0,1.26,0.06,0.35,0.06,1.85,37.0,84.0,L,0
586,2012.0,0.59,0.89,0.05,0.3,1.85,31.0,790.0,H,1
587,2013.0,0.77,0.76,0.01,0.29,1.84,22.0,76.0,H,1
588,2009.0,1.32,0.37,0.04,0.15,1.84,4.0,8.0,L,0
589,2005.0,1.53,0.05,0.12,0.02,1.84,25.0,36.0,H,1
590,2010.0,0.92,0.73,0.04,0.17,1.83,24.0,28.0,L,0
591,2014.0,0.51,0.98,0.06,0.28,1.82,29.0,52.5,L,0
592,2011.0,1.05,0.47,0.08,0.22,1.82,90.0,932.0,H,1
593,2001.0,1.73,0.07,0.14,0.02,1.82,9.0,5.0,L,0
594,2001.0,1.81,0.075,0.14,0.02,1.82,17.0,70.0,H,1
595,2007.0,1.09,0.53,0.02,0.17,1.82,54.0,797.0,H,1
596,2002.0,0.78,0.44,0.56,0.04,1.81,36.0,84.0,H,1
597,2016.0,0.42,1.08,0.03,0.28,1.81,66.0,1147.0,L,0
598,2004.0,0.88,0.69,0.135,0.23,1.81,64.0,178.0,H,1
599,2008.0,1.0,0.03,0.04,0.03,1.8,17.0,13.0,L,0
600,2002.0,0.93,0.59,0.21,0.07,1.8,23.0,46.0,H,1
601,2006.0,1.66,0.03,0.01,0.13,1.8,54.0,148.0,L,0
602,2010.0,0.13,0.2,0.03,0.16,1.8,46.0,105.0,H,1
603,2015.0,0.73,0.9,0.03,0.14,1.8,85.0,863.0,H,1
604,2014.0,0.55,0.86,0.11,0.27,1.79,65.0,1223.0,L,0
605,2007.0,0.89,0.74,0.07,0.09,1.79,62.0,491.0,H,1
606,2003.0,1.25,0.29,0.235,0.24,1.78,41.0,47.0,H,1
607,2005.0,0.85,0.76,0.12,0.16,1.77,21.0,129.0,L,0
608,2001.0,1.19,0.29,0.24,0.06,1.77,35.0,44.0,H,1
609,2011.0,1.01,0.6,0.06,0.15,1.76,7.0,10.0,L,0
610,2009.0,1.07,0.44,0.01,0.24,1.76,58.0,47.0,L,0
611,2004.0,1.06,0.54,0.135,0.16,1.76,5.0,54.0,H,1
612,2001.0,0.93,0.38,0.4,0.06,1.76,29.0,198.0,H,1
613,2002.0,1.23,0.46,0.1,0.07,1.76,29.0,27.0,L,0
614,2002.0,0.86,0.67,0.1,0.22,1.76,34.0,33.0,L,0
615,2004.0,0.52,0.95,0.135,0.29,1.76,25.0,24.0,L,0
616,2001.0,0.61,0.075,0.02,0.26,1.76,25.0,21.0,H,1
617,2004.0,1.24,0.45,0.135,0.07,1.75,55.0,57.0,H,1
618,2016.0,1.25,0.17,0.03,0.32,1.75,35.0,83.0,L,0
619,2007.0,0.35,1.06,0.02,0.31,1.75,28.0,47.0,L,0
620,2007.0,1.0,0.53,0.03,0.18,1.75,75.0,340.0,H,1
621,2008.0,0.85,0.66,0.01,0.22,1.75,6.0,6.0,L,0
622,2002.0,0.63,0.49,0.45,0.17,1.74,29.0,99.0,H,1
623,2014.0,0.56,0.81,0.1,0.27,1.74,22.0,383.0,L,0
624,2012.0,1.05,0.52,0.03,0.14,1.74,61.0,145.0,L,0
625,2015.0,0.61,0.78,0.04,0.27,1.74,94.0,3172.0,L,0
626,2001.0,0.85,0.66,0.14,0.22,1.73,33.0,71.0,H,1
627,2013.0,0.43,0.68,0.42,0.04,1.73,83.0,1074.0,L,0
628,2010.0,0.2,0.14,1.35,0.03,1.73,41.0,31.0,L,0
629,2002.0,0.95,0.7,0.1,0.08,1.73,18.0,27.0,L,0
630,2012.0,0.68,0.88,0.01,0.17,1.73,51.0,453.0,L,0
631,2014.0,1.37,0.18,0.05,0.18,1.72,9.0,101.0,L,0
632,2004.0,1.61,0.03,0.135,0.08,1.72,39.0,26.0,H,1
633,2003.0,0.8,0.21,0.55,0.15,1.72,55.0,134.0,L,0
634,2011.0,0.41,0.98,0.06,0.32,1.72,26.0,5664.0,L,0
635,2012.0,1.06,0.5,0.01,0.14,1.71,56.0,815.0,H,1
636,2009.0,1.17,0.39,0.04,0.15,1.71,25.0,43.0,H,1
637,2004.0,0.88,0.34,0.32,0.18,1.71,57.0,81.0,H,1
638,2003.0,1.09,0.55,0.235,0.07,1.71,25.0,35.0,L,0
639,2001.0,1.25,0.39,0.14,0.06,1.71,10.0,11.0,L,0
640,2008.0,0.7,0.82,0.04,0.19,1.71,18.0,20.0,L,0
641,2009.0,0.23,0.24,0.04,1.23,1.7,18.0,9.0,L,0
642,2006.0,1.41,0.05,0.05,0.02,1.7,18.0,23.0,H,1
643,2010.0,0.13,0.87,0.04,0.23,1.7,17.0,77.0,L,0
644,2016.0,0.63,0.05,0.03,0.27,1.7,94.0,5096.0,L,0
645,2009.0,1.58,0.09,0.04,0.12,1.69,18.0,16.0,L,0
646,2005.0,1.22,0.34,0.04,0.1,1.7000000000000002,59.0,64.0,H,1
647,2013.0,0.72,0.65,0.04,0.28,1.69,27.0,1863.0,H,1
648,2001.0,0.87,0.66,0.08,0.02,1.69,8.0,7.0,L,0
649,2002.0,1.52,0.12,0.1,0.05,1.7900000000000005,15.0,28.0,L,0
650,2005.0,0.98,0.42,0.22,0.06,1.69,82.0,767.0,H,1
651,2007.0,0.48,1.12,0.05,0.08,1.69,11.0,11.0,L,0
652,2008.0,0.79,0.7,0.01,0.18,1.68,62.0,104.0,L,0
653,2010.0,0.92,0.6,0.01,0.15,1.68,58.0,301.0,H,1
654,2008.0,0.88,0.54,0.02,0.25,1.68,50.0,135.0,H,1
655,2010.0,0.98,0.52,0.04,0.17,1.68,70.0,2280.0,H,1
656,2003.0,1.67,0.06,0.235,0.02,1.68,20.0,25.0,H,1
657,2002.0,1.18,0.27,0.17,0.06,1.68,44.0,200.0,H,1
658,2008.0,0.97,0.4,0.14,0.15,1.67,32.0,12.0,L,0
659,2007.0,0.9,0.46,0.05,0.32,1.67,35.0,46.0,L,0
660,2003.0,0.93,0.52,0.235,0.22,1.67,41.0,125.0,H,1
661,2000.0,1.58,0.05,0.15,0.04,1.67,14.0,4.0,L,0
662,2005.0,1.22,0.39,0.12,0.06,1.67,40.0,106.0,H,1
663,2001.0,1.09,0.49,0.02,0.07,1.6700000000000002,10.0,36.0,H,1
664,2001.0,0.59,0.95,0.03,0.1,1.6700000000000002,17.0,17.0,L,0
665,2001.0,1.13,0.075,0.14,0.22,1.67,28.0,13.0,H,1
666,2003.0,1.35,0.09,0.235,0.23,1.67,15.0,81.0,H,1
667,2006.0,0.81,0.58,0.01,0.26,1.67,37.0,24.0,H,1
668,2013.0,0.83,0.66,0.06,0.18,1.67,68.0,1346.0,H,1
669,2003.0,1.08,0.06,0.235,0.14,1.67,9.0,85.0,H,1
670,2008.0,0.45,1.02,0.04,0.2,1.66,17.0,41.0,L,0
671,2000.0,0.78,0.61,0.15,0.2,1.66,35.0,33.0,H,1
672,2008.0,0.93,0.56,0.04,0.16,1.66,28.0,16.0,H,1
673,2004.0,0.81,0.63,0.135,0.21,1.66,44.0,19.0,H,1
674,2013.0,1.01,0.5,0.01,0.13,1.66,42.0,325.0,L,0
675,2002.0,1.25,0.15,0.03,0.22,1.66,18.0,28.0,H,1
676,2005.0,0.96,0.12,0.54,0.04,1.66,29.0,71.0,L,0
677,2016.0,0.65,0.45,0.34,0.22,1.65,29.0,1940.0,H,1
678,2011.0,0.58,0.21,0.79,0.07,1.65,49.0,156.0,H,1
679,2004.0,0.9,0.11,0.6,0.05,1.65,33.0,51.0,L,0
680,2008.0,1.21,0.3,0.04,0.14,1.65,24.0,18.0,L,0
681,2006.0,0.76,0.69,0.02,0.18,1.65,52.0,82.0,L,0
682,2007.0,0.57,0.72,0.06,0.03,1.65,64.0,544.0,H,1
683,2007.0,0.9,0.54,0.04,0.17,1.65,38.0,56.0,L,0
684,2008.0,1.09,0.37,0.02,0.16,1.64,76.0,233.0,L,0
685,2004.0,0.54,0.88,0.135,0.22,1.64,51.0,120.0,H,1
686,2014.0,0.8,0.69,0.01,0.04,1.63,15.0,383.0,L,0
687,2004.0,1.54,0.02,0.135,0.07,1.63,42.0,93.0,H,1
688,2013.0,0.52,0.8,0.06,0.26,1.63,98.0,2652.0,L,0
689,2001.0,0.78,0.25,0.56,0.04,1.63,39.0,121.0,H,1
690,2003.0,1.18,0.34,0.235,0.1,1.63,23.0,40.0,H,1
691,2014.0,1.35,0.11,0.05,0.17,1.63,18.0,40.0,L,0
692,1999.0,0.71,0.48,0.32,0.11,1.62,19.0,53.0,H,1
693,2012.0,0.86,0.62,0.01,0.13,1.62,80.0,869.0,H,1
694,2006.0,0.45,0.95,0.02,0.2,1.62,65.0,131.0,H,1
695,2010.0,0.13,0.46,0.04,0.13,1.62,50.0,69.0,L,0
696,2003.0,1.01,0.11,0.235,0.04,1.62,28.0,69.0,L,0
697,2013.0,0.59,0.76,0.01,0.26,1.62,22.0,262.0,H,1
